bend_hex	bend_int	lend_hex	lend_int	type	property
4E2AD0FF	4291832398	4E2AD0FF	4291832398	float4	fMipFogPrecomp
A61157A9	2841055654	A61157A9	2841055654	texture	tAlbedoBlendMapR
9F105CD4	3562803359	9F105CD4	3562803359	float2	fDebugViewScaling
0E34C7DD	3720819726	0E34C7DD	3720819726	float	fCausticsIntensity
C6315F98	2556375494	C6315F98	2556375494	float4	fFlagControl
68446A8F	2406106216	68446A8F	2406106216	texture	tDecalFlowMap
11F32DC6	3324900113	11F32DC6	3324900113	float	fRenderTargetSizeScale
B9A380DE	3732972473	B9A380DE	3732972473	float	fMotionBlurShutterSpeed
0295D7CE	3470234882	0295D7CE	3470234882	float3	fCameraPos
528FC3C3	3284373330	528FC3C3	3284373330	float	fAerosolHeight
656FE5FE	4276449125	656FE5FE	4276449125	cbuffer	CBSSSSS
D5D6CF22	 584046293	D5D6CF22	 584046293	sampler	SSGUI
185DD358	1490246936	185DD358	1490246936	UAV  	clearL0
15EB3B3D	1027336981	15EB3B3D	1027336981	bool 	bFlowDirVfxNormalBlend
4D8C8221	 562203725	4D8C8221	 562203725	=    	0xbf800000
11DCE39A	2598624273	11DCE39A	2598624273	sampler	SSFilter
434CE20D	 232934467	434CE20D	 232934467	bool 	bEnableNeighborSearch
9C46FD32	 855459484	9C46FD32	 855459484	float	fBokehMipScale
C1C603CC	3422799553	C1C603CC	3422799553	float	fSplashAngle
3B0AC9EA	3939043899	3B0AC9EA	3939043899	bool 	bSmokeLighting
7B1D5A2C	 744103291	7B1D5A2C	 744103291	float	fFXAAQualityEdgeThreshold
5A0B5370	1884490586	5A0B5370	1884490586	uint2	iUnitAddress
24639D99	2577228580	24639D99	2577228580	uint 	iProbeFlags
FBA1FAB2	3002769915	FBA1FAB2	3002769915	UAV  	tHTileTextureUAV
40929591	2442498624	40929591	2442498624	float	cVsSubdivInv
69338725	 629617513	69338725	 629617513	float4	TexHalfSizes
DDF34CEF	4014797789	DDF34CEF	4014797789	float3	normalATiling
D39256A9	2841023187	D39256A9	2841023187	struct	Spherical
A44A0B3F	1057704612	A44A0B3F	1057704612	float3	fDecalBinormal
BDDCE46C	1826938045	BDDCE46C	1826938045	float	fNextModelRotation
8F73E135	 903967631	8F73E135	 903967631	UAV  	gCollisionSpaceEndUAV
9D8611E8	3893462685	9D8611E8	3893462685	float2	fSkySunUVTransform
36772B84	2217441078	36772B84	2217441078	struct	SpeedTreeGlobalWind
0689BBBF	3216738566	0689BBBF	3216738566	cbuffer	CBNewDOFFilter
43BA3900	   3783235	43BA3900	   3783235	float	fSlantFloorWindScale
F39567E8	3899102707	F39567E8	3899102707	uint4	misc_attenuation
B512814A	1249972917	B512814A	1249972917	texture	gSourceVertexBuffer
59913D17	 389910873	59913D17	 389910873	texture	tLUT3DMap0
33D63275	1966265907	33D63275	1966265907	float	fOffsetScale
253D17A6	2786540837	253D17A6	2786540837	float	gCollisionSpring
8DD03FBB	3141521549	8DD03FBB	3141521549	texture	tFinalTransmittance
B1169E56	1453201073	B1169E56	1453201073	float	fOrdered4x4
A430D0AB	2882547876	A430D0AB	2882547876	float	fWaterColorRate
2F12DAD3	3554284079	2F12DAD3	3554284079	float	fFlowDirFlowSpeed__uiUNorm
543EF576	1995783764	543EF576	1995783764	float4	fPaintMapOffsetB__uiSNorm
9859B8DC	3703069080	9859B8DC	3703069080	float3	fWindLeaf2Twitch
2FC055BD	3176513583	2FC055BD	3176513583	bool 	fDecalAlphaTest
8E6DD42F	 802450830	8E6DD42F	 802450830	UAV  	clearL1
119C462F	 793156625	119C462F	 793156625	texture	tNormalBlendMap__disclosure
EA57BB5A	1522227178	EA57BB5A	1522227178	float	fAnimAlphaSpeed
518EDCC5	3319565905	518EDCC5	3319565905	float	fContentScaleBaseInverse
8EA10BA0	2685116814	8EA10BA0	2685116814	float4	fPrimParamEx0
753B79F8	4168694645	753B79F8	4168694645	sampler	SSP2O
5ECE73B9	3111374430	5ECE73B9	3111374430	float2	fSnowFieldPreDepthRegionY
B019980C	 211294640	B019980C	 211294640	float4	fMaskBlend__uiUNorm
C4294AF4	4098501060	C4294AF4	4098501060	texture	tColorTarget
7D090794	2483489149	7D090794	2483489149	=    	0x42700000
4C42AC84	2225881676	4C42AC84	2225881676	UAV  	outputCubeMip3
42A7D50F	 265660226	42A7D50F	 265660226	texture	tPrimAlphaMask
9B9A661B	 459709083	9B9A661B	 459709083	float	fSkyCloudContrast
B7C60607	 117884599	B7C60607	 117884599	float3	gCollisionSpaceAABBMin
7204E281	2179073138	7204E281	2179073138	float2	fPassThroughCorrect
A90DF1BA	3136359849	A90DF1BA	3136359849	float4	fAddNormalMaskB__uiSNorm
0AB8F15A	1525790730	0AB8F15A	1525790730	UAV  	tDstBaseMap
A6B11738	 941076902	A6B11738	 941076902	int  	iDispMode
20148FCD	3448706080	20148FCD	3448706080	float	fWindFrondRipple_y
2795ACF2	4071396647	2795ACF2	4071396647	sampler	SSAlpha__disclosure
A5637A19	 427451301	A5637A19	 427451301	uint 	iDecalMode
80878B82	2190182272	80878B82	2190182272	cbuffer	CBCreateMipmap
D4E2E1F9	4192330452	D4E2E1F9	4192330452	UAV  	rwReset2
A6B68136	 914470566	A6B68136	 914470566	texture	gOcclusionVoxelInfo
B76736F5	4113983415	B76736F5	4113983415	texture	tPrimaryProjection
B3B6E55C	1558558387	B3B6E55C	1558558387	float2	fUserNormalMoveDirection
1C9CBE13	 331258908	1C9CBE13	 331258908	float2	fUVOffsetSpeedFactorDetail
53DA1610	 269933139	53DA1610	 269933139	uint 	iNmVertexCount
C5A43B6A	1782293701	C5A43B6A	1782293701	float	BokehSpreadToePower
5A38A5D1	3517266010	5A38A5D1	3517266010	uint 	iSrcPositionOffset
055C18EF	4011351045	055C18EF	4011351045	texture	ditherMap
FFAEAA6A	1789570815	FFAEAA6A	1789570815	UAV  	rwTileSP_Single_nc__uavcounter
4F9F0E16	 370057039	4F9F0E16	 370057039	float4	fGUIAmbientColor
40E9A4DE	3735349568	40E9A4DE	3735349568	float3	normalBTiling
921A6627	 661002898	921A6627	 661002898	float	fDetailNormalBlend__uiUNorm
24F22C00	   2945572	24F22C00	   2945572	float3	froxelZMinMax
39BBD778	2027404089	39BBD778	2027404089	cbuffer	CBMhMaterialVfxWaterLocal__disclosure
173FCA16	 382353175	173FCA16	 382353175	bool 	bUseUVSecondaryBaseMapMtB
D93F8177	2004959193	D93F8177	2004959193	float4	fSnowHeightMinYRangeY
D85CDACE	3470417112	D85CDACE	3470417112	UAV  	rwErrorUnitTexture
5C6C397F	2134469724	5C6C397F	2134469724	texture	gEmitterUsedIndices
79A1DBF4	4108034425	79A1DBF4	4108034425	texture	tCOCMap
EEDD7A0F	 259710446	EEDD7A0F	 259710446	float3	scattering
3145F8AE	2935506225	3145F8AE	2935506225	texture	tPrimSceneTex
752DB0FB	4222627189	752DB0FB	4222627189	cbuffer	CBMhMaterialFakeRefractionLocal__disclosure
FC1E5346	1179852540	FC1E5346	1179852540	float4	fPaintColorB__uiColor
51EBC3A7	2814634833	51EBC3A7	2814634833	float	fNormalDecalBlend__uiUNorm
234DBC8A	2327596323	234DBC8A	2327596323	cbuffer	CBMhMaterialFlowDirLocal__disclosure
481AEAA4	2766805576	481AEAA4	2766805576	UAV  	outputCube
CC013CFE	4265345484	CC013CFE	4265345484	texture	tSkyBlendBaseMap
F735337C	2083730935	F735337C	2083730935	uint 	iVertexOffset
8791C33E	1053004167	8791C33E	1053004167	texture	rayVolumes
BF3BF9E8	3908647871	BF3BF9E8	3908647871	sampler	SSLinear
656A315A	1513187941	656A315A	1513187941	texture	tUnderAlbedoMap
5E890776	1980205406	5E890776	1980205406	float	fFresnelPow
EF855445	1163167215	EF855445	1163167215	float3	dir
5C8B0351	1359186780	5C8B0351	1359186780	float3	fSaturationColor__uiColor
4F8491FE	4270949455	4F8491FE	4270949455	float4	fFlowControl__uiUNorm
8E195B2E	 777722254	8E195B2E	 777722254	texture	ComponentImSrc
1349A2C3	3282192659	1349A2C3	3282192659	float	fDetailWaveDensity
40D7F3D0	3505641280	40D7F3D0	3505641280	float	fFlow_Speed
67159CDF	3751548263	67159CDF	3751548263	float	HDAONormalScale
6A0779C0	3229157226	6A0779C0	3229157226	cbuffer	CBPartialColor
B375447F	2135193011	B375447F	2135193011	uint2	iLightInfiniteRange
20C7FF3B	1006618400	20C7FF3B	1006618400	float3	fAtmospherePhaseK
F613A51D	 497357814	F613A51D	 497357814	UAV  	outputCubeMip0
1C63EFCF	3488572188	1C63EFCF	3488572188	float4	fPrimParam1
A20CDAC1	3252292770	A20CDAC1	3252292770	UAV  	clearL3
E1F47985	2239362273	E1F47985	2239362273	bool 	bEnableLava
3A9B8E34	 881761082	3A9B8E34	 881761082	texture	tWaterCustomEmissiveMap
9C04FCE8	3908830364	9C04FCE8	3908830364	texture	tBaseMaps
16B7A999	2578036502	16B7A999	2578036502	float3	color
92540907	 118051986	92540907	 118051986	float3	fAlbedoBlendVector
400E3074	1949306432	400E3074	1949306432	float	fFogDensity
3C9ABFC4	3300891196	3C9ABFC4	3300891196	cbuffer	CBMhMaterialGlobal
56CDD83C	1020841302	56CDD83C	1020841302	bool 	bToneCurve
CABFADA4	2762850250	CABFADA4	2762850250	float2	fSkyBlendCloudSpeed2
86F7DBB0	2967205766	86F7DBB0	2967205766	float	fFilmThickness__uiUNorm
7EEC625F	1600318590	7EEC625F	1600318590	uint2	iPrimAddress
75112C13	 321655157	75112C13	 321655157	texture	gEmitterRange
FC44ABEF	4020978940	FC44ABEF	4020978940	float	fBlendHeightMin__uiUNorm
9965C344	1153656217	9965C344	1153656217	float	fPaintMetal__uiUNorm
9CE82A7C	2083186844	9CE82A7C	2083186844	sampler	SSPrimTurbulence
ADA059D1	3512311981	ADA059D1	3512311981	UAV  	rwIndirectCount
4662BF9D	2646565446	4662BF9D	2646565446	float	fGodRaysBlurWidthScale
5A7A8BC5	3314252378	5A7A8BC5	3314252378	UAV  	gRWStarVertex
0B325F4B	1264529931	0B325F4B	1264529931	float4	fSkyCloudMapFactor0
ADB6E83B	1005106861	ADB6E83B	1005106861	float3	fGUIOverlapDrawColor
88C93A99	2570766728	88C93A99	2570766728	sampler	SSVRLinear
83374177	2000762755	83374177	2000762755	texture	tWaterReflectionDepth
AC424110	 272712364	AC424110	 272712364	float3	fIcePushOp
25503484	2218020901	25503484	2218020901	texture	tVertexTangentMap__disclosure
7043A29D	2644657008	7043A29D	2644657008	bool 	bWorldPosOffsetScale
15F7316B	1798436629	15F7316B	1798436629	texture	tSnowField5
08C2155F	1595261448	08C2155F	1595261448	float3	fLegendFilm__uiUNorm
4ED29329	 697553486	4ED29329	 697553486	uint2	iLightSpotRange
8185EC9D	2649523585	8185EC9D	2649523585	float2	fUserNormalTiling
9189D8EB	3956836753	9189D8EB	3956836753	uint 	iDestOffset
480016DE	3725983816	480016DE	3725983816	float2	fNoiseWaveBorderZ
C0296501	  23407040	C0296501	  23407040	float4	fSnowHeightMapSize
38427E2F	 796803640	38427E2F	 796803640	texture	tFurMap__disclosure
0D60F09C	2632998925	0D60F09C	2632998925	texture	tFilterTempMap2
18C046FF	4282826776	18C046FF	4282826776	texture	tHeightMap__disclosure
0A91A7C4	3299315978	0A91A7C4	3299315978	int  	iDebugViewChannel
6061F5DE	3740623200	6061F5DE	3740623200	cbuffer	CBMhMaterialEM036Local__disclosure
91AB2490	2418322321	91AB2490	2418322321	float	fReflectionDistortion
F3EB0A38	 940239859	F3EB0A38	 940239859	texture	tSystemSnowNormalMap
1DAB0281	2164435741	1DAB0281	2164435741	float	fMaskDistortion
4C68A2CE	3466750028	4C68A2CE	3466750028	cbuffer	CBConstant
055CD06A	1792039941	055CD06A	1792039941	sampler	SSSHDiffuse
5BA86A99	2573903963	5BA86A99	2573903963	uint2	SelectedFocusPoint
2E90B178	2024902702	2E90B178	2024902702	texture	tOutlineObjectDepthMap
1EADAB5F	1605086494	1EADAB5F	1605086494	float2	fDOFPoissonOffsets
3BD4695F	1600771131	3BD4695F	1600771131	texture	tSnowField15
8B5B133F	1058233227	8B5B133F	1058233227	float	fVPushSpeed
5F0F4576	1984237407	5F0F4576	1984237407	float	fGodRaysGamma
7CA336B5	3040256892	7CA336B5	3040256892	UAV  	gParticleUnusedIndicesUAV
E50CB97A	2058947813	E50CB97A	2058947813	float	fContentScalePF
F6B9C08D	2378217974	F6B9C08D	2378217974	float	fIvyFloorWindScale
6A2ABE45	1170090602	6A2ABE45	1170090602	cbuffer	CBCapsuleAOGeomParam
79CB78FC	4235774841	79CB78FC	4235774841	UAV  	rwCheckerTransmittance
AB3F5025	 626016171	AB3F5025	 626016171	float	CaptureScale
542438FC	4231537748	542438FC	4231537748	float	fFPS
C91C3F09	 155131081	C91C3F09	 155131081	bool 	bDecalMask
874F5A03	  56250247	874F5A03	  56250247	cbuffer	CBWaterWaveMaterial
455C9DA8	2828885061	455C9DA8	2828885061	uint 	iOutputOffset
52989AE1	3785005138	52989AE1	3785005138	bool 	bDecalMode
E4C0EFBB	3153051876	E4C0EFBB	3153051876	cbuffer	CBMhMaterial_EM105_EVCLocal__disclosure
0ABE914F	1334951434	0ABE914F	1334951434	float2	fFlowDirUVPhaseShift__uiUNorm//
C959CD4B	1271749065	C959CD4B	1271749065	float	fScintillation
939B5C0D	 224172947	939B5C0D	 224172947	sampler	SSSkySunBloom
2302DCE7	3889955363	2302DCE7	3889955363	texture	tVolumeFinalTransmittance
B32287B6	3062309555	B32287B6	3062309555	float	fRTNormalBlend__uiUNorm
39DC9F01	  27253817	39DC9F01	  27253817	texture	tTubeLightTexture1
A38FC14D	1304530851	A38FC14D	1304530851	uint 	iSubSurfaceProfile
4C9C7508	 141925452	4C9C7508	 141925452	float4	drawStage
AFEC9876	1989733551	AFEC9876	1989733551	texture	tTubeLightTexture0
42E19598	2559959362	42E19598	2559959362	UAV  	tNormalOut
6D2F5024	 609234797	6D2F5024	 609234797	float	fWaterSpecularLifeFactor
4114C40B	 197399617	4114C40B	 197399617	float3	fWaterCustomCubeMapFactor
E7BE8254	1417854695	E7BE8254	1417854695	float4	shadow_extra
0EB25470	1884598798	0EB25470	1884598798	cbuffer	CBPrimSystem
FB0C7289	2305953019	FB0C7289	2305953019	UAV  	tCASOutput
2C883FFD	4248799276	2C883FFD	4248799276	float	fGUIZBias
77131676	1981158263	77131676	1981158263	cbuffer	CB_CombinedFilter
AE5376D6	3598078894	AE5376D6	3598078894	float	fSnowUVTile
0A0D8538	 948243722	0A0D8538	 948243722	texture	tAlbedoBlendMapG__disclosure
9D33DD82	2195534749	9D33DD82	2195534749	bool 	bUseRimTranslucency
A30021C1	3240165539	A30021C1	3240165539	UAV  	gDestNormal
4335F6AB	2885039427	4335F6AB	2885039427	UAV  	rwLuminance
45ABF5F7	4160072517	45ABF5F7	4160072517	sampler	SSSnowFieldPreDepth
867F13FE	4262690694	867F13FE	4262690694	float	fGodRaysBlurWidthOffset
FB44A17B	2074166523	FB44A17B	2074166523	sampler	SSPrimOcclusionMap
803B9630	 815152000	803B9630	 815152000	float	fDitherRadius
BC258A27	 663365052	BC258A27	 663365052	bool 	bPaintEmitB
6E323514	 339030638	6E323514	 339030638	float	BokehNearCoCBias
249F0A3F	1057660708	249F0A3F	1057660708	=    	0x3a4ccccd
963DFCFB	4227612054	963DFCFB	4227612054	sampler	SSPrimNormal
9FD0B796	2528628895	9FD0B796	2528628895	cbuffer	CBUpdateBufferFromMeshConditions2
072784C1	3246663431	072784C1	3246663431	=    	0x3eb33333
5AE8BB1C	 482076762	5AE8BB1C	 482076762	bool 	bUseUVPrimaryOM
EF6D9117	 395406831	EF6D9117	 395406831	cbuffer	CBMhMaterialFlagWaveBlendLocal__disclosure
142D6658	1483091220	142D6658	1483091220	float4	fArrayOrig
89505D41	1096634505	89505D41	1096634505	UAV  	rwHoldout
E046BFD4	3569305312	E046BFD4	3569305312	float	fRefractionBlend__uiUNorm
A7D92C01	  19716519	A7D92C01	  19716519	uint2	iViewSize
0305872A	 713491715	0305872A	 713491715	float2	fCausticsMoveDirection
BBDF906A	1787879355	BBDF906A	1787879355	float3	fEmissiveFactor__uiColor
D8F55288	2287138264	D8F55288	2287138264	float	fFilmThicknessB__uiUNorm
85DCF89B	2616777861	85DCF89B	2616777861	texture	indirectCount
5B0A2BDD	3710585435	5B0A2BDD	3710585435	float	fNoiseHeightScale
4049AFE5	3853470016	4049AFE5	3853470016	texture	gParticleBinary
65B58FE9	3918509413	65B58FE9	3918509413	uint 	iTocCollisionOffset
0086BAA6	2797241856	0086BAA6	2797241856	uint 	iSortArrayLength
38047FD5	3581871160	38047FD5	3581871160	float	fPrimGlobalLightReflectance
976F6457	1466199959	976F6457	1466199959	float3	fAlbedoBlendMapGFactor__uiColor//
77B360A2	2724246391	77B360A2	2724246391	float4	fAddColorA__uiColor
75F033F9	4180930677	75F033F9	4180930677	texture	tLUT3DMap2
74E181D6	3598836084	74E181D6	3598836084	uint 	iCountOffset
29C68C26	 646759977	29C68C26	 646759977	float4	fPrimParam7
190F494E	1313410841	190F494E	1313410841	cbuffer	CBImagePlane
D7E41D82	2182997207	D7E41D82	2182997207	cbuffer	CBMhSkyVS
91FC396B	1798962321	91FC396B	1798962321	struct	VolumeParam
A5253261	1630676389	A5253261	1630676389	texture	HTileBuffer
73194CE8	3897301363	73194CE8	3897301363	float	fLegendRoughness
28CCE0CC	3437284392	28CCE0CC	3437284392	texture	tSkyCloudsSideMap
283A9FCA	3399432744	283A9FCA	3399432744	float	fTransparency
F6423202	  36848374	F6423202	  36848374	float4	fLightDirectionXYZAngle
2D29C1FE	4274071853	2D29C1FE	4274071853	float	fHazeFilterInverseRange
8EB7431C	 474199950	8EB7431C	 474199950	UAV  	rwTileDepths
A6CF34F7	4147433382	A6CF34F7	4147433382	float4	fGUIDFColor1
2A462D65	1697465898	2A462D65	1697465898	sampler	SSEmissive
789D4845	1162386808	789D4845	1162386808	float2	fInvHeightMapSize
A46148F8	4165493156	A46148F8	4165493156	bool 	bIsBlend
4E788D38	 948795470	4E788D38	 948795470	uint 	iDestStride
0DD42EC2	3257848845	0DD42EC2	3257848845	uint 	iHazeTech
E40A4DFA	4199353060	E40A4DFA	4199353060	texture	gChainMotionData
1032B7C8	3367449104	1032B7C8	3367449104	float4	fShadowColor__uiColor
2D3226AF	2938516013	2D3226AF	2938516013	float	fTranslucency
8FA53EB7	3074336143	8FA53EB7	3074336143	sampler	SSSkySun
4868A94E	1319725128	4868A94E	1319725128	=    	0x45c6a605
E8251C82	2182882792	E8251C82	2182882792	float4	fSkyBlendBaseMapFactor
DC80131C	 471040220	DC80131C	 471040220	UAV  	gRWRangeCheck
F747915C	1553025015	F747915C	1553025015	texture	tLuma
EE335591	2438280174	EE335591	2438280174	float4	fSkyBlendSunCloudHighlightColors
58F1E525	 635826520	58F1E525	 635826520	float	fWhitecapHeightPower
CCD37BF0	4034646988	CCD37BF0	4034646988	bool 	bHeightMapClip
451C1611	 286661701	451C1611	 286661701	struct	AOGeometryParam
E0E733FD	4248037344	E0E733FD	4248037344	cbuffer	CBDepthColor
8EC2CEE3	3821978254	8EC2CEE3	3821978254	float	fVolumeBlendDistance
29EFA401	  27586345	29EFA401	  27586345	float	fDotOpacity
DD430006	 100680669	DD430006	 100680669	float2	fWindLeaf2Ripple
1B695BEA	3931859227	1B695BEA	3931859227	float	fFadeStartLength
21E47103	  57795617	21E47103	  57795617	texture	tOcclusionMap
26BB8509	 159759142	26BB8509	 159759142	float	fAerosolPhaseK
00F91597	2534799616	00F91597	2534799616	UAV  	rwDstMap2
F8FFFEF0	4043243512	F8FFFEF0	4043243512	float	fWhiteWaterPow
68BD3EFC	4231970152	68BD3EFC	4231970152	cbuffer	CBMhMaterialEM103Local__disclosure
3240D817	 400048178	3240D817	 400048178	cbuffer	CBResample
C1900FBE	3188691137	C1900FBE	3188691137	cbuffer	CBROPTest
99ADF4DB	3690245529	99ADF4DB	3690245529	float3	fWaterColorSheet
1E18DE60	1625167902	1E18DE60	1625167902	float4	fBaseMapMod__uiUNorm
D81D22F3	4079099352	D81D22F3	4079099352	texture	tReductionDepthMap
3B65F28B	2347918651	3B65F28B	2347918651	bool 	bIsUseContactShadow
418B490E	 239700801	418B490E	 239700801	texture	inputShovelerData
8FEA3396	2519984783	8FEA3396	2519984783	float2	fHermiteParamG
4A343004	  70267978	4A343004	  70267978	sampler	SSBorderPoint
90C7104D	1292945296	90C7104D	1292945296	float	fBokehMipBias
EAD00502	  33935594	EAD00502	  33935594	texture	tSnowMap__disclosure
C3D5B078	2024854979	C3D5B078	2024854979	float	fFilmBlendB__uiUNorm
AEB97F32	 847231406	AEB97F32	 847231406	float2	fTemporalClampMin
EC5125D3	3542438380	EC5125D3	3542438380	float	fShovelEdgeBlendRate
3EDF945F	1603591998	3EDF945F	1603591998	cbuffer	CBHermiteCurveRGB
44CF8EB1	2978926404	44CF8EB1	2978926404	float	fDecalFlowStrength
DB4615AF	2937407195	DB4615AF	2937407195	bool 	bUseCMM
20525282	2186433056	20525282	2186433056	texture	tSnowField3
A8F6FC5E	1593636520	A8F6FC5E	1593636520	sampler	SSSky
1C34B28F	2410820636	1C34B28F	2410820636	float	fRimWidth__uiUNorm
7768D9AC	2899929207	7768D9AC	2899929207	float4	fOffset0
0041CE94	2496545024	0041CE94	2496545024	cbuffer	CBBloom
BB4CEF43	1139756219	BB4CEF43	1139756219	cbuffer	CBAtmosphere
4AA0AC3B	1001168970	4AA0AC3B	1001168970	cbuffer	CBMhMaterialPLEditFaceLocal__disclosure
836C9C35	 899443843	836C9C35	 899443843	uint 	iGBufferIdMask
5602F554	1425343062	5602F554	1425343062	float	fExtinctionCoef
B66D86F3	4085673398	B66D86F3	4085673398	bool 	bSkyIsRenderingWater
C0907BF5	4118515904	C0907BF5	4118515904	bool2	fDecalFlipUV
CC891D1A	 438143436	CC891D1A	 438143436	float	fWaveAngle
68A19B9E	2660999528	68A19B9E	2660999528	int  	iMotionBlurSampleNum
496B6546	1181051721	496B6546	1181051721	float4	Coefficient
EF6EE255	1440902895	EF6EE255	1440902895	bool 	bUseUVSecondaryDetailNMtA
841282E8	3900838532	841282E8	3900838532	bool 	bInvertX
2BC819AD	2904148011	2BC819AD	2904148011	float	fDepthFadeInv
51E2935B	1536418385	51E2935B	1536418385	float4	screenSize
B91BB270	1890720697	B91BB270	1890720697	float	fRadialBlurThrethold
61EEB229	 699592289	61EEB229	 699592289	cbuffer	CBMhMaterialFurLocal__disclosure
37F4EDA1	2716726327	37F4EDA1	2716726327	texture	tFullSSShadow
32021A44	1142555186	32021A44	1142555186	bool 	bPaintShadeB
A8542417	 388256936	A8542417	 388256936	float	fDebugViewFgAlpha
CB744815	 357070027	CB744815	 357070027	float	fPrimaryShadowRadius
009C28A8	2821233664	009C28A8	2821233664	float	fApproximateSSAOBias
4E88AF38	 951027790	4E88AF38	 951027790	float	fAddNormalMaskD__uiUNorm
3BB46622	 577156155	3BB46622	 577156155	float	HBAONegInvR2
987BB161	1639021464	987BB161	1639021464	float	fConstant
CCC9BF84	2227161548	CCC9BF84	2227161548	texture	tLuminanceRecompute
E34BDB10	 282807267	E34BDB10	 282807267	bool 	bAlbedoOverUVsecondary
14A90738	 940026132	14A90738	 940026132	float3	fBlendEmissiveMapFactor__uiColor//
0E532A24	 606753550	0E532A24	 606753550	float2	fSkyTopCloudUVScale1
25428271	1904362021	25428271	1904362021	cbuffer	CBTexturePosScaleFactor
DF4FA9D2	3534311391	DF4FA9D2	3534311391	cbuffer	CBMhSky2GBuffer
727ADDF0	4041046642	727ADDF0	4041046642	=    	0x3e99999a
B694302C	 741381302	B694302C	 741381302	UAV  	rwTileP_Multi_nc__uavcounter
B67A4625	 625375926	B67A4625	 625375926	cbuffer	CBSnowFieldPreDepth
26540B9F	2668319782	26540B9F	2668319782	float	fPN_RimRate__uiUNorm
797C0AB1	2970254457	797C0AB1	2970254457	texture	tCubeMap__disclosure
1B92A1E0	3768685083	1B92A1E0	3768685083	bool 	bFakeRefraction
7A371B7A	2048604026	7A371B7A	2048604026	UAV  	MultColorAlphaDst
BAFCD5DF	3755343034	BAFCD5DF	3755343034	uint 	iCompareDir
314EBB6D	1840991793	314EBB6D	1840991793	float	fDecalMaskAlphaRef
A8D10F52	1376768424	A8D10F52	1376768424	texture	tFurMaskMap__disclosure
39963F85	2235536953	39963F85	2235536953	texture	tSnowField7
DB4F56B3	3008778203	DB4F56B3	3008778203	float3	fWaterColorSpecular
756B005E	1577085813	756B005E	1577085813	cbuffer	CBPrimGpuOcclusionVoxelSystem
9FC1F9DC	3707355551	9FC1F9DC	3707355551	uint 	iPrimSystemFalgs
6445E899	2582136164	6445E899	2582136164	float	fBlendDetailNormalBlend__uiUNorm//
D3761D71	1897756371	D3761D71	1897756371	float	fFireLifeFactor
FE77AC92	2460776446	FE77AC92	2460776446	texture	tHoldout
BA2109EF	4010353082	BA2109EF	4010353082	bool 	isUseAlphaOcclusion
21893DCB	3409807649	21893DCB	3409807649	UAV  	ouputBufferSH3R
8429E677	2011572612	8429E677	2011572612	int  	iIvyFloorWindIndexPF
7446B489	2310293108	7446B489	2310293108	texture	tHeatMap
21CDC64D	1304874273	21CDC64D	1304874273	float	fIntensity
620B055A	1510280034	620B055A	1510280034	}    	gSpeedTreeGlobalWindBuffer
0EE9970A	 177727758	0EE9970A	 177727758	float4	fHazeFilterUVWOffset
CFBEF0F6	4142972623	CFBEF0F6	4142972623	float	fSkyUVPhaseShiftV
C64F5924	 609832902	C64F5924	 609832902	float4	fUVTransformB
3CB35FD7	3613373244	3CB35FD7	3613373244	float	fWaterGtoBLifeFactor
065499EC	3969471494	065499EC	3969471494	float2	fCausticsTiling
383EB546	1186283064	383EB546	1186283064	texture	ComponentReSrc_Comp1
4C719147	1200714060	4C719147	1200714060	float	BokehMaxScale
8C75BAA3	2746905996	8C75BAA3	2746905996	uint 	iGUIGBufferLightChannel
4850ABCE	3467333704	4850ABCE	3467333704	texture	tWaterRoughness
125E4222	 574774802	125E4222	 574774802	float	fContentScaleActual
F5BE9591	2442510069	F5BE9591	2442510069	float2	fGUIInvTextureSize
2DB1F426	 653570349	2DB1F426	 653570349	texture	tBakedNormalMap
26864C33	 860653094	26864C33	 860653094	UAV  	gOcclusionCellOffsetBuffer
0EC2AD1B	 464372238	0EC2AD1B	 464372238	texture	tSnowEmissiveBlendMap__disclosure
75401DD2	3525132405	75401DD2	3525132405	float	fChoppyCoef
4B05790C	 209257803	4B05790C	 209257803	texture	tPrimaryShadow
14CDBB67	1740360980	14CDBB67	1740360980	float	fVertexOpacityFactor
0E709D05	  94203918	0E709D05	  94203918	cbuffer	cbHDAO
C755F7D9	3656865223	C755F7D9	3656865223	bool 	bFireLighting
B89F33F1	4046692280	B89F33F1	4046692280	uint2	iIvyFloorId
F788C009	 163612919	F788C009	 163612919	float	fMaxLuminance
6840B9E6	3870900328	6840B9E6	3870900328	sampler	SSWaterCustomWrap
69FB52EB	3948084073	69FB52EB	3948084073	texture	tSkyBlendCloudsTopMap1
C1DAD357	1473501889	C1DAD357	1473501889	texture	tEmissiveMapB__disclosure
2A4E4DBE	3192737322	2A4E4DBE	3192737322	cbuffer	CBSnowHeightPick
0913A3D3	3550679817	0913A3D3	3550679817	float3	fDOFGradateColor
27CD9E52	1386138919	27CD9E52	1386138919	float	fSplashLevel__uiUNorm
B62A7E4E	1316891318	B62A7E4E	1316891318	cbuffer	CBBloomSample
BA3CA3D3	3550690490	BA3CA3D3	3550690490	texture	tSnowAlbedoMap__disclosure
638B8957	1468631907	638B8957	1468631907	bool 	vertical
65F82144	1143076965	65F82144	1143076965	bool 	bUseUVSecondaryMtA
